verdict,cluster_name,modern_name,category,member_name,source_lang,pattern,reason,sim_canonical,sim_modern
KEEP,pulso,Pulse,DISEASE,pulso desordenado,Spanish,phrase,"Contains 'pulso' — descriptive phrase for Pulse",0.29,0.29
KEEP,pulso,Pulse,DISEASE,pulso caydo,Spanish,phrase,"Contains 'pulso' — descriptive phrase for Pulse",0.45,0.36
KEEP,Corpo Santo,Corpo Santo,PLACE,ruadireyta do Corpo Santo,Portuguese,phrase,"Contains 'corpo santo' — descriptive phrase for Corpo Santo",0.44,0.44
KEEP,croco indiaco,Indian Crocus,PLANT,croco,Portuguese,variant,"Variant spelling/form of croco indiaco: 'croco'",0.38,0.31
KEEP,chirurgía,Surgery,CONCEPT,cirurgicas operaciones,Portuguese,variant,"Variant spelling/form of chirurgía: 'cirurgicas operaciones'",0.32,0.23
KEEP,Sudorificos,Diaphoretics,CONCEPT,sudor,Spanish,variant,"Variant spelling/form of Sudorificos: 'sudor'",0.45,0.17
KEEP,aeris,Air,CONCEPT,AIR CONTNENTAL,French,phrase,"Contains 'aeris' — descriptive phrase for Air",0.14,0.21
KEEP,aeris,Air,CONCEPT,air serein,French,phrase,"Contains 'aeris' — descriptive phrase for Air",0.4,0.3
KEEP,Indi,Myrobalan,PLANT,gotim,Portuguese,translation,"Portuguese term for Myrobalan: context confirms 'myrobalan' meaning",0.2,0.11
KEEP,Indi,Myrobalan,PLANT,goys,Portuguese,translation,"Cross-linguistic match: 'goys' (Portuguese) = Myrobalan",0.0,0.11
KEEP,fel de gallo,Rooster's bile,ANIMAL,fel,Portuguese,translation,"Cross-linguistic match: 'fel' (Portuguese) = Rooster's bile",0.25,0.14
KEEP,boy,Ox gall,ANIMAL,Aboſtade boy,Portuguese,phrase,"Contains 'boy' — descriptive phrase for Ox gall",0.25,0.08
KEEP,boy,Ox gall,ANIMAL,fel de boy,Portuguese,phrase,"Contains 'boy' — descriptive phrase for Ox gall",0.3,0.1
KEEP,poissons,Fish,ANIMAL,pesci,Italian,translation,"Italian term for Fish: context confirms 'fish' meaning",0.25,0.2
KEEP,SAISONS,Seasons,CONCEPT,influence des saisons,French,phrase,"Contains 'saisons' — descriptive phrase for Seasons",0.33,0.29
KEEP,Opening,Opening,CONCEPT,aperta,Portuguese,translation,"Cross-linguistic match: 'aperta' (Portuguese) = Opening",0.29,0.29
KEEP,hernias,throat hernia,DISEASE,Hiernia Carnosa,English,variant,"Variant spelling/form of hernias: 'Hiernia Carnosa'",0.47,0.33
KEEP,herrumbre,rust,SUBSTANCE,hermeja,French,variant,"Variant spelling/form of herrumbre: 'hermeja'",0.44,0.14
KEEP,Weberus,William Webb,PERSON,Webb,French,variant,"Variant spelling/form of Weberus: 'Webb'",0.43,0.33
KEEP,Eſpinal Medulla,Spinal cord,SUBSTANCE,medulla,Portuguese,variant,"Variant spelling/form of Eſpinal Medulla: 'medulla'",0.47,0.09
KEEP,ragie,Cane root,PLANT,rayz de caña,Spanish,translation,"Spanish term for Cane root: context confirms 'cane root' meaning",0.25,0.25
KEEP,nacidas,Boils,DISEASE,frunculos,Portuguese,translation,"Portuguese term for Boils: context confirms 'boils' meaning",0.22,0.22
KEEP,sentimento,Sensation,CONCEPT,Feeling,English,variant,"Variant spelling/form of sentimento: 'Feeling'",0.3,0.22
KEEP,formation contemporaine,Stratigraphy,CONCEPT,formação,Portuguese,variant,"Variant spelling/form of formation contemporaine: 'formação'",0.3,0.17
KEEP,Franconie,Franconia,PLACE,Franguístan,Portuguese,variant,"Variant spelling/form of Franconie: 'Franguístan'",0.36,0.45
KEEP,Hematites,Hematite,SUBSTANCE,piedra de Sangre,Spanish,translation,"Cross-linguistic match: 'piedra de Sangre' (Spanish) = Hematite",0.19,0.19
KEEP,Hematites,Hematite,SUBSTANCE,pedra sanguinha,Portuguese,translation,"Cross-linguistic match: 'pedra sanguinha' (Portuguese) = Hematite",0.2,0.2
KEEP,Hematites,Hematite,SUBSTANCE,Pedra de estancar sangue,Portuguese,translation,"Cross-linguistic match: 'Pedra de estancar sangue' (Portuguese) = Hematite",0.17,0.17
KEEP,capullos,Maidenhair fern,PLANT,Capelvenere,Italian,translation,"Italian term for Maidenhair fern: context confirms 'maidenhair fern' meaning",0.36,0.27
KEEP,capullos,Maidenhair fern,PLANT,capi,Italian,variant,"Variant spelling/form of capullos: 'capi'",0.38,0.13
KEEP,Republica,Republic,CONCEPT,republica Chriſtiana,Spanish,phrase,"Contains 'republica' — descriptive phrase for Republic",0.45,0.4
KEEP,Armenaja,Armenian stone,SUBSTANCE,Ager Armeny,Portuguese,translation,"Portuguese term for Armenian stone: context confirms 'armenian stone' meaning",0.27,0.29
KEEP,pulso,Pulse,SUBSTANCE,pulso dos pes,Portuguese,phrase,"Contains 'pulso' — descriptive phrase for Pulse",0.38,0.38
KEEP,milho miudo,Small millet,PLANT,milho,Portuguese,variant,"Variant spelling/form of milho miudo: 'milho'",0.45,0.25
KEEP,asp,Asp,ANIMAL,Aspidas,Portuguese,phrase,"Contains 'asp' — descriptive phrase for Asp",0.43,0.43
KEEP,esquinancia,Uvulitis,DISEASE,escoriaçam,Portuguese,variant,"Variant spelling/form of esquinancia: 'escoriaçam'",0.36,0.1
KEEP,Poppy Seed,Poppy Seed,PLANT,Poppi,Italian,variant,"Variant spelling/form of Poppy Seed: 'Poppi'",0.4,0.4
KEEP,OLIO IRINO DI,Orris Oil,SUBSTANCE,Oleum Irinum,English,variant,"Variant spelling/form of OLIO IRINO DI: 'Oleum Irinum'",0.46,0.25
KEEP,ligamentos,Ligaments,SUBSTANCE,Limbs,English,variant,"Variant spelling/form of ligamentos: 'Limbs'",0.4,0.44
KEEP,consommation intérieure,Internal Consumption,CONCEPT,consumo,Portuguese,subtype,"Related term in Portuguese: 'consumo' for Internal Consumption",0.26,0.35
KEEP,aurora boréal,Aurora Borealis,CONCEPT,Aurora,Portuguese,variant,"Variant spelling/form of aurora boréal: 'Aurora'",0.46,0.4
KEEP,Sacuima,Sacuima,PLACE,Satiguam,Portuguese,variant,"Variant spelling/form of Sacuima: 'Satiguam'",0.38,0.38
KEEP,Puerta,Puerta de Mérida,PLACE,Gate,Portuguese,translation,"Cross-linguistic match: 'Gate' (Portuguese) = Puerta de Mérida",0.17,0.12
KEEP,Pançor,Pancor,PLACE,Pansitarà,French,variant,"Variant spelling/form of Pançor: 'Pansitarà'",0.44,0.44
KEEP,Biblia,Bible,OBJECT,Bibl. univ.,French,variant,"Variant spelling/form of Biblia: 'Bibl. univ.'",0.45,0.36
KEEP,Arithmetica,Arithmetic,CONCEPT,mathématique,French,variant,"Variant spelling/form of Arithmetica: 'mathématique'",0.33,0.33
KEEP,Cano,Cano,PLACE,cano Real,Portuguese,phrase,"Contains 'cano' — descriptive phrase for Cano",0.44,0.44
KEEP,Ebano,Ebony,SUBSTANCE,Eibibio,Portuguese,variant,"Variant spelling/form of Ebano: 'Eibibio'",0.43,0.29
KEEP,alhigado,Albugineous humor,SUBSTANCE,alvi,Portuguese,variant,"Variant spelling/form of alhigado: 'alvi'",0.38,0.18
KEEP,alhigado,Albugineous humor,SUBSTANCE,alhcyos,Portuguese,variant,"Variant spelling/form of alhigado: 'alhcyos'",0.38,0.24
KEEP,pão,Bread,SUBSTANCE,pão de ló,Portuguese,phrase,"Contains 'pão' — descriptive phrase for Bread",0.33,0.11
KEEP,pão,Bread,SUBSTANCE,pane buffetto,Italian,translation,"Italian term for Bread: context confirms 'bread' meaning",0.23,0.15
KEEP,unhas,Donkey hoof,ANIMAL,unhas de burro,Portuguese,phrase,"Contains 'unhas' — descriptive phrase for Donkey hoof",0.36,0.07
KEEP,North parts,Northern regions,PLACE,norte,Portuguese,variant,"Variant spelling/form of North parts: 'norte'",0.36,0.31
KEEP,Pulp,Pulp,SUBSTANCE,pulpe végétale,French,phrase,"Contains 'pulp' — descriptive phrase for Pulp",0.29,0.29
KEEP,voice,Voice,SUBSTANCE,voz,Portuguese,translation,"Portuguese term for Voice: context confirms 'voice' meaning",0.4,0.4
KEEP,Tunicles,Tunica,SUBSTANCE,tunica viloſa,Portuguese,phrase,"Contains 'tunicles' — descriptive phrase for Tunica",0.46,0.46
KEEP,Tunicles,Tunica,SUBSTANCE,tunica interior,Portuguese,phrase,"Contains 'tunicles' — descriptive phrase for Tunica",0.4,0.4
KEEP,stupidity,Stupidity,DISEASE,stupid∣stupid∣ness,English,variant,"Variant spelling/form of stupidity: 'stupid∣stupid∣ness'",0.39,0.39
KEEP,honey,Honey,SUBSTANCE,Honey of R••es,English,phrase,"Contains 'honey' — descriptive phrase for Honey",0.36,0.36
KEEP,inflammaçoens dos olhos,Eye inflammation,DISEASE,Inflamations in the Eyes,English,variant,"Variant spelling/form of inflammaçoens dos olhos: 'Inflamations in the Eyes'",0.42,0.25
KEEP,villages,Villages,PLACE,pueblos,Spanish,translation,"Cross-linguistic match: 'pueblos' (Spanish) = Villages",0.12,0.12
KEEP,Décadas,Décadas da Ásia,OBJECT,Décade ég'pt.,French,variant,"Variant spelling/form of Décadas: 'Décade ég'pt.'",0.38,0.4
KEEP,rito romano,Roman Rite,CONCEPT,rite grec,French,variant,"Variant spelling/form of rito romano: 'rite grec'",0.36,0.2
KEEP,Liguftico,Levisticum officinale,PLANT,lithophites,French,translation,"Cross-linguistic match: 'lithophites' (French) = Levisticum officinale",0.27,0.24
KEEP,Limoeyro,Limousin,PLACE,Liamoac,French,variant,"Variant spelling/form of Limoeyro: 'Liamoac'",0.38,0.38
KEEP,economia natural,Natural economy,CONCEPT,richesse naturelle,French,variant,"Variant spelling/form of economia natural: 'richesse naturelle'",0.39,0.06
KEEP,Lypiria,Influenza,DISEASE,lièvres,French,translation,"Cross-linguistic match: 'lièvres' (French) = Influenza",0.29,0.11
KEEP,thermas,Hot springs,PLACE,sources thermales,French,variant,"Variant spelling/form of thermas: 'sources thermales'",0.41,0.24
KEEP,thermas,Hot springs,PLACE,aguas calientes,French,translation,"French term for Hot springs: context confirms 'hot springs' meaning",0.13,0.27
KEEP,thermas,Hot springs,PLACE,agua das Caldas,Portuguese,translation,"Cross-linguistic match: 'agua das Caldas' (Portuguese) = Hot springs",0.13,0.2
KEEP,proportion,Proportion,CONCEPT,pour cent,French,variant,"Variant spelling/form of proportion: 'pour cent'",0.3,0.3
KEEP,frescas,Cool,CONCEPT,fraîche,French,translation,"French term for Cool: context confirms 'cool' meaning",0.43,0.0
KEEP,Hyoidis,Hyoid bone,SUBSTANCE,os hyoïde,French,variant,"Variant spelling/form of Hyoidis: 'os hyoïde'",0.44,0.3
KEEP,laryngis mufculi,muscles of the larynx,SUBSTANCE,larynx,French,variant,"Variant spelling/form of laryngis mufculi: 'larynx'",0.31,0.29
KEEP,partoperigoso,difficult childbirth,DISEASE,parto,Portuguese,variant,"Variant spelling/form of partoperigoso: 'parto'",0.38,0.1
KEEP,fputofanguinis,Hemoptysis,DISEASE,fpafmo,Spanish,translation,"Cross-linguistic match: 'fpafmo' (Spanish) = Hemoptysis",0.21,0.1
KEEP,abſorbe,Absorption,CONCEPT,ablandar,Spanish,translation,"Cross-linguistic match: 'ablandar' (Spanish) = Absorption",0.25,0.2
KEEP,medicam,Medical Recipes,OBJECT,Símpliduíln medicamentorum,Portuguese,phrase,"Contains 'medicam' — descriptive phrase for Medical Recipes",0.27,0.27
KEEP,flammaçaodofigado,Hepatitis,DISEASE,fuxzo demaliado,Spanish,translation,"Cross-linguistic match: 'fuxzo demaliado' (Spanish) = Hepatitis",0.29,0.2
KEEP,nardirt,Coconut oil,SUBSTANCE,narikela,Portuguese,variant,"Variant spelling/form of nardirt: 'narikela'",0.38,0.09
KEEP,laniger,Toadflax,PLANT,linaria,Portuguese,translation,"Cross-linguistic match: 'linaria' (Portuguese) = Toadflax",0.29,0.12
KEEP,cão danado,Rabies,DISEASE,doença do cão,Portuguese,variant,"Variant spelling/form of cão danado: 'doença do cão'",0.31,0.08
KEEP,queijos,Cheese,ANIMAL,queijo de ovelhas,Portuguese,translation,"Portuguese term for Cheese: context confirms 'cheese' meaning",0.41,0.18
KEEP,expelir,Expulsion,CONCEPT,exficcantur,Portuguese,translation,"Cross-linguistic match: 'exficcantur' (Portuguese) = Expulsion",0.27,0.18
KEEP,çumo de limões,Lemon juice,PLANT,çumo de raiz de lirio,Portuguese,variant,"Variant spelling/form of çumo de limões: 'çumo de raiz de lirio'",0.48,0.24
KEEP,Differtatione,dissertation,CONCEPT,distinçam,Portuguese,subtype,"Related term in Portuguese: 'distinçam' for dissertation",0.23,0.33
KEEP,Civil,Civil society,CONCEPT,société civile,French,phrase,"Contains 'civil' — descriptive phrase for Civil society",0.36,0.21
KEEP,Pompey the great,Pompey the Great,PERSON,Pompeyo,Spanish,variant,"Variant spelling/form of Pompey the great: 'Pompeyo'",0.38,0.38
KEEP,Printing,Printing,CONCEPT,arte de emprimir,Portuguese,translation,"Portuguese term for Printing: context confirms 'printing' meaning",0.12,0.12
KEEP,round,Spherical,CONCEPT,redondeza,Portuguese,variant,"Variant spelling/form of round: 'redondeza'",0.33,0.0
KEEP,discussing,Debate,CONCEPT,discussões de palavras,Portuguese,translation,"Portuguese term for Debate: context confirms 'debate' meaning",0.32,0.14
KEEP,Salt tast,Salty taste,CONCEPT,gosto de sal,Portuguese,translation,"Cross-linguistic match: 'gosto de sal' (Portuguese) = Salty taste",0.25,0.25
KEEP,attractive faculty,Attractive faculty,CONCEPT,faculdade atractiva,Portuguese,translation,"Cross-linguistic match: 'faculdade atractiva' (Portuguese) = Attractive faculty",0.16,0.16
KEEP,Prayer,Prayer,CONCEPT,Oração,Portuguese,variant,"Variant spelling/form of Prayer: 'Oração'",0.33,0.33
KEEP,Love,Love,CONCEPT,amor,Portuguese,translation,"Cross-linguistic match: 'amor' (Portuguese) = Love",0.0,0.0
KEEP,Obstructions of the Brain,Cerebral obstruction,DISEASE,obftrucções do cerebro,Portuguese,variant,"Variant spelling/form of Obstructions of the Brain: 'obftrucções do cerebro'",0.48,0.14
KEEP,flowing,Flow,CONCEPT,fluido,Portuguese,variant,"Variant spelling/form of flowing: 'fluido'",0.43,0.33
KEEP,Gors,Gorse,PLANT,gràos,Portuguese,variant,"Variant spelling/form of Gors: 'gràos'",0.4,0.2
KEEP,oppressed Stomach,Stomach oppression,DISEASE,de Stomachi dolore,Portuguese,subtype,"Related term in Portuguese: 'de Stomachi dolore' for Stomach oppression",0.11,0.33
KEEP,deflexions from the Head,Defluxion,DISEASE,deftillações da cabeça ao peyto,Portuguese,translation,"Cross-linguistic match: 'deftillações da cabeça ao peyto' (Portuguese) = Defluxion",0.29,0.16
KEEP,hot Medicines,Heating Medicines,SUBSTANCE,remedios quentes,Portuguese,variant,"Variant spelling/form of hot Medicines: 'remedios quentes'",0.31,0.24
KEEP,Dreams,Dreams,CONCEPT,sonho,Portuguese,translation,"Cross-linguistic match: 'sonho' (Portuguese) = Dreams",0.0,0.0
KEEP,Forgetfulness,Forgetfulness,DISEASE,esquecimentos,Portuguese,translation,"Portuguese term for Forgetfulness: context confirms 'forgetfulness' meaning",0.23,0.23
KEEP,Pucheri,Leek,PLANT,puerros,Spanish,translation,"Cross-linguistic match: 'puerros' (Spanish) = Leek",0.29,0.14
KEEP,Chica,Chicory,SUBSTANCE,citerne,Italian,translation,"Cross-linguistic match: 'citerne' (Italian) = Chicory",0.14,0.29
KEEP,Miega,Miega,PLANT,Miganilla,Spanish,variant,"Variant spelling/form of Miega: 'Miganilla'",0.33,0.33
KEEP,cloches,Clock,OBJECT,Relojes,Spanish,translation,"Spanish term for Clock: context confirms 'clock' meaning",0.43,0.29
KEEP,Origen de los Indios,Orígenes de los indios de la América septentrional y meridional,OBJECT,Les Orig. Indo-européennes,Portuguese,variant,"Variant spelling/form of Origen de los Indios: 'Les Orig. Indo-européennes'",0.31,0.24
KEEP,Maniqui,Maniquí,PLACE,Maquien,Portuguese,variant,"Variant spelling/form of Maniqui: 'Maquien'",0.43,0.43
KEEP,RocctMountains,Atlas Mountains,PLACE,rocas,Portuguese,variant,"Variant spelling/form of RocctMountains: 'rocas'",0.36,0.2
KEEP,Valais,Valais,PLACE,Valença,Portuguese,variant,"Variant spelling/form of Valais: 'Valença'",0.43,0.43
KEEP,nageipuhe,Rough diamond,SUBSTANCE,naifes,Portuguese,translation,"Portuguese term for Rough diamond: context confirms 'rough diamond' meaning",0.33,0.08
KEEP,conservation physique,Physical conservation,CONCEPT,conservação,Portuguese,variant,"Variant spelling/form of conservation physique: 'conservação'",0.43,0.43
KEEP,Medina del Campo,Medina del Campo,PLACE,Medina,Portuguese,variant,"Variant spelling/form of Medina del Campo: 'Medina'",0.38,0.38
KEEP,fort,Fort,OBJECT,fortaleza,Portuguese,phrase,"Contains 'fort' — descriptive phrase for Fort",0.44,0.44
KEEP,arholedas,Preparedness,CONCEPT,aparelhada,Portuguese,variant,"Variant spelling/form of arholedas: 'aparelhada'",0.3,0.33
KEEP,Colombo,Colombo,PLACE,Colombo (porto de Ceyláo),Portuguese,phrase,"Contains 'colombo' — descriptive phrase for Colombo",0.28,0.28
KEEP,Gambie,Ganges River,PLACE,Gamguaj,Portuguese,translation,"Portuguese term for Ganges River: context confirms 'ganges river' meaning",0.43,0.25
KEEP,Bixa Orellana,Annatto,PLANT,branca orsina,Italian,variant,"Variant spelling/form of Bixa Orellana: 'branca orsina'",0.38,0.23
KEEP,covirges,Unknown,PLANT,coagonaz,Italian,translation,"Cross-linguistic match: 'coagonaz' (Italian) = Unknown",0.25,0.12
KEEP,ochracé,Ochre,SUBSTANCE,ocra cotta,Italian,translation,"Italian term for Ochre: context confirms 'ochre' meaning",0.4,0.2
KEEP,ulves,Ulva,PLANT,ulivaftri,Italian,variant,"Variant spelling/form of ulves: 'ulivaftri'",0.33,0.44
KEEP,veines spathiques,Spathic ore,SUBSTANCE,vena,Italian,translation,"Cross-linguistic match: 'vena' (Italian) = Spathic ore",0.24,0.0
KEEP,bafazo,Sugar cane juice,SUBSTANCE,Bafsii co,Italian,variant,"Variant spelling/form of bafazo: 'Bafsii co'",0.44,0.19
KEEP,tempêtes,Storm,DISEASE,tormenta,Portuguese,subtype,"Related term in Portuguese: 'tormenta' for Storm",0.25,0.38
KEEP,Mom.,Internal medicine,CONCEPT,Mom.intern.,Portuguese,phrase,"Contains 'mom.' — descriptive phrase for Internal medicine",0.36,0.18
KEEP,Vienne,Vienna,PLACE,Vienade França,Portuguese,variant,"Variant spelling/form of Vienne: 'Vienade França'",0.36,0.43
KEEP,sécurité,Turbidity,CONCEPT,turva,Portuguese,subtype,"Related term in Portuguese: 'turva' for Turbidity",0.25,0.33
KEEP,Navio Aiigel,Ship,OBJECT,navio,Portuguese,variant,"Variant spelling/form of Navio Aiigel: 'navio'",0.42,0.2
KEEP,partes,Region,PLACE,outras muytas partes,Portuguese,phrase,"Contains 'partes' — descriptive phrase for Region",0.3,0.05
KEEP,Pinones,Pine nut,PLANT,Pinocchi bianchi,Italian,translation,"Italian term for Pine nut: context confirms 'pine nut' meaning",0.31,0.31
KEEP,permixtos,Mixed,CONCEPT,mixturado,Portuguese,translation,"Portuguese term for Mixed: context confirms 'mixed' meaning",0.11,0.44
KEEP,Gelea,Jelly,SUBSTANCE,geſlo,Portuguese,variant,"Variant spelling/form of Gelea: 'geſlo'",0.4,0.4
KEEP,agua resfada,Cooled water,SUBSTANCE,agua hydroptica,Portuguese,variant,"Variant spelling/form of agua resfada: 'agua hydroptica'",0.47,0.13
KEEP,medicinas venenosas,Poisonous medicines,SUBSTANCE,remedio venenoſo,Portuguese,variant,"Variant spelling/form of medicinas venenosas: 'remedio venenoſo'",0.47,0.16
KEEP,pluma,Feather,OBJECT,penna,Portuguese,variant,"Variant spelling/form of pluma: 'penna'",0.4,0.14
KEEP,pordetluras,Pordetluras,DISEASE,Porrig.,Portuguese,translation,"Cross-linguistic match: 'Porrig.' (Portuguese) = Pordetluras",0.27,0.27
KEEP,Opinion comun,Common opinion,CONCEPT,opiniões tamdifferentes,Portuguese,variant,"Variant spelling/form of Opinion comun: 'opiniões tamdifferentes'",0.39,0.17
KEEP,Ciudad de Dios,The City of God,CONCEPT,Civitate Dei,Portuguese,variant,"Variant spelling/form of Ciudad de Dios: 'Civitate Dei'",0.36,0.2
KEEP,cura preta,black spirit,SUBSTANCE,cure,Italian,variant,"Variant spelling/form of cura preta: 'cure'",0.4,0.17
KEEP,râkcka,crab,ANIMAL,rane,Italian,translation,"Italian term for crab: context confirms 'crab' meaning",0.33,0.25
KEEP,cosi,Costus root,PLANT,coſto,Portuguese,translation,"Portuguese term for Costus root: context confirms 'costus root' meaning",0.4,0.36
KEEP,apothecas,Apothecary,PLACE,apoſento,Portuguese,variant,"Variant spelling/form of apothecas: 'apoſento'",0.44,0.4
KEEP,alcatifas,carpet,OBJECT,alfinetes,Portuguese,variant,"Variant spelling/form of alcatifas: 'alfinetes'",0.33,0.22
KEEP,Alcobaça,Alcobaça,PLACE,Coutos de Alcobaça,Portuguese,phrase,"Contains 'alcobaça' — descriptive phrase for Alcobaça",0.44,0.44
KEEP,parceria,partnership,CONCEPT,camarade,Portuguese,translation,"Cross-linguistic match: 'camarade' (Portuguese) = partnership",0.12,0.18
KEEP,De Magia naturalis et cabala,Natural Magic,CONCEPT,Magia natural,Portuguese,translation,"Portuguese term for Natural Magic: context confirms 'natural magic' meaning",0.46,0.15
KEEP,indigestam,indigestion,DISEASE,inedia,Portuguese,variant,"Variant spelling/form of indigestam: 'inedia'",0.4,0.36
KEEP,chiara d'huouo,egg white,SUBSTANCE,ourinahe crùa,Portuguese,translation,"Cross-linguistic match: 'ourinahe crùa' (Portuguese) = egg white",0.14,0.08
KEEP,faccheta,sachet,SUBSTANCE,faccharum faturni,Portuguese,variant,"Variant spelling/form of faccheta: 'faccharum faturni'",0.35,0.24
KEEP,deccozione,decoction,CONCEPT,descaſcada,Portuguese,variant,"Variant spelling/form of deccozione: 'descaſcada'",0.3,0.3
KEEP,Urna boccia,Jar,OBJECT,urnas,Portuguese,variant,"Variant spelling/form of Urna boccia: 'urnas'",0.36,0.2
KEEP,Elifsire,Distillate,SUBSTANCE,Eflibio,Portuguese,variant,"Variant spelling/form of Elifsire: 'Eflibio'",0.38,0.1
KEEP,Impiaftro di formento,Wheat plaster,SUBSTANCE,formento,Portuguese,variant,"Variant spelling/form of Impiaftro di formento: 'formento'",0.38,0.08
